	NC_kit1	NC_kit2
Zotu6102	0	0
Zotu4949	0	0
Zotu4957	0	0
Zotu1828	0	0
Zotu4945	0	0
Zotu2579	0	0
Zotu1174	0	0
Zotu2259	0	0
Zotu6066	0	0
Zotu4991	0	0
Zotu6047	0	0
Zotu4996	0	0
Zotu3738	0	0
Zotu2808	0	0
Zotu1202	0	0
Zotu1061	0	0
Zotu2520	0	0
Zotu3999	0	0
Zotu5876	0	0
Zotu164	0	0
Zotu2536	0	0
Zotu1854	0	0
Zotu2785	0	0
Zotu3587	0	0
Zotu4206	0	0
Zotu2444	0	0
Zotu3215	0	0
Zotu2882	0	0
Zotu2488	0	0
Zotu1987	0	0
Zotu929	0	0
Zotu1557	0	0
Zotu3052	0	0
Zotu136	0	0
Zotu754	0	0
Zotu1907	0	0
Zotu392	0	0
Zotu3048	0	0
Zotu3180	0	0
Zotu670	0	0
Zotu914	0	0
Zotu5058	0	0
Zotu394	0	0
Zotu1604	0	0
Zotu1505	0	0
Zotu2647	0	0
Zotu1827	0	0
Zotu2968	0	0
Zotu1026	0	0
Zotu2617	0	0
Zotu6177	0	0
Zotu740	0	0
Zotu2878	0	0
Zotu514	0	0
Zotu1386	0	0
Zotu944	0	0
Zotu4126	0	0
Zotu3211	0	0
Zotu2205	0	0
Zotu4132	0	0
Zotu6112	0	0
Zotu2109	0	0
Zotu1022	0	0
Zotu2982	0	0
Zotu2201	0	0
Zotu2814	0	0
Zotu4213	0	0
Zotu1674	0	0
Zotu5089	0	0
Zotu713	0	0
Zotu1573	0	0
Zotu3671	0	0
Zotu2365	0	0
Zotu2380	0	0
Zotu90	0	0
Zotu1161	0	0
Zotu844	0	0
Zotu2197	0	0
Zotu3662	0	0
Zotu848	0	0
Zotu2162	0	0
Zotu2547	0	0
Zotu447	0	0
Zotu3988	0	0
Zotu292	0	0
Zotu3660	0	0
Zotu1806	0	0
Zotu6143	0	0
Zotu1684	0	0
Zotu986	0	0
Zotu4013	0	0
Zotu4965	0	0
Zotu3691	0	0
Zotu2250	0	0
Zotu2775	0	0
Zotu2763	0	0
Zotu3698	0	0
Zotu598	0	0
Zotu3118	0	0
Zotu2419	0	0
Zotu2782	0	0
Zotu675	0	0
Zotu3081	0	0
Zotu1480	0	0
Zotu6169	0	0
Zotu6165	0	0
Zotu496	0	0
Zotu2790	0	0
Zotu2567	0	0
Zotu5871	0	0
Zotu4116	0	0
Zotu3567	0	0
Zotu4088	0	0
Zotu5280	0	0
Zotu3058	0	0
Zotu4194	0	0
Zotu4176	0	0
Zotu3008	0	0
Zotu106	0	0
Zotu5198	0	0
Zotu6133	0	0
Zotu3643	0	0
Zotu5924	0	0
Zotu3639	0	0
Zotu537	0	0
Zotu3642	0	0
Zotu6085	0	0
Zotu6078	0	0
Zotu2588	0	0
Zotu6088	0	0
Zotu6079	0	0
Zotu5016	0	0
Zotu3162	0	0
Zotu5019	0	0
Zotu4760	0	0
Zotu1089	0	0
Zotu1765	0	0
Zotu6235	0	0
Zotu3714	0	0
Zotu2953	0	0
Zotu1155	0	0
Zotu3705	0	0
Zotu6237	0	0
Zotu3505	0	0
Zotu6247	0	0
Zotu6277	0	0
Zotu5494	0	0
Zotu3516	0	0
Zotu5002	0	0
Zotu5145	0	0
Zotu5486	0	0
Zotu3515	0	0
Zotu3644	0	0
Zotu3088	0	0
Zotu2412	0	0
Zotu4642	0	0
Zotu6413	0	0
Zotu6437	0	0
Zotu1176	0	0
Zotu6020	0	0
Zotu5043	0	0
Zotu3684	0	0
Zotu6515	0	0
Zotu4408	0	0
Zotu6454	0	0
Zotu220	0	0
Zotu2011	0	0
Zotu5100	0	0
Zotu6495	0	0
Zotu2628	0	0
Zotu5120	0	0
Zotu1001	0	0
Zotu779	0	24
Zotu2202	0	0
Zotu6366	0	0
Zotu1020	0	0
Zotu5950	0	0
Zotu3083	0	0
Zotu2222	0	0
Zotu4487	0	0
Zotu2234	0	0
Zotu3263	0	0
Zotu4556	0	0
Zotu4367	0	0
Zotu6464	0	0
Zotu6189	0	0
Zotu2396	0	0
Zotu4705	0	0
Zotu1837	0	0
Zotu2240	0	0
Zotu2215	0	0
Zotu2479	0	0
Zotu3411	0	0
Zotu1473	0	0
Zotu663	0	0
Zotu6119	0	0
Zotu6057	0	0
Zotu2236	0	0
Zotu2933	0	0
Zotu3932	0	0
Zotu2683	0	0
Zotu397	0	0
Zotu5119	0	0
Zotu2381	0	0
Zotu2934	0	0
Zotu5970	0	0
Zotu4553	0	0
Zotu2576	0	0
Zotu3325	0	0
Zotu4987	0	0
Zotu4986	0	0
Zotu2455	0	0
Zotu6303	0	0
Zotu6300	0	0
Zotu3480	0	0
Zotu2441	0	0
Zotu4395	0	0
Zotu379	0	0
Zotu2636	0	0
Zotu6244	0	0
Zotu6266	0	0
Zotu1006	0	0
Zotu922	0	0
Zotu2961	0	0
Zotu2157	0	0
Zotu4284	0	0
Zotu1143	0	0
Zotu6467	0	0
Zotu3899	0	0
Zotu3852	0	0
Zotu1342	0	0
Zotu3128	0	0
Zotu3857	0	0
Zotu3858	0	0
Zotu2893	0	0
Zotu2103	0	0
Zotu6217	0	0
Zotu5243	0	0
Zotu5223	0	0
Zotu6220	0	0
Zotu2858	0	0
Zotu5218	0	0
Zotu6335	0	0
Zotu1921	0	0
Zotu2586	0	0
Zotu3824	0	0
Zotu1917	0	0
Zotu4227	0	0
Zotu1532	0	0
Zotu1820	0	0
Zotu1919	0	0
Zotu6212	0	0
Zotu4130	0	0
Zotu442	0	0
Zotu2682	0	0
Zotu5307	0	0
Zotu6194	0	0
Zotu4183	0	0
Zotu3153	0	0
Zotu6032	0	0
Zotu2030	0	0
Zotu4150	0	0
Zotu1324	0	0
Zotu4145	0	0
Zotu2544	0	0
Zotu2780	0	0
Zotu3154	0	0
Zotu971	0	0
Zotu6048	0	0
Zotu1285	0	0
Zotu936	0	0
Zotu5872	0	0
Zotu2835	0	0
Zotu5925	0	0
Zotu1712	0	0
Zotu3459	0	0
Zotu2270	0	0
Zotu5314	0	0
Zotu5867	0	0
Zotu5866	0	0
Zotu3029	0	0
Zotu1786	0	0
Zotu6159	0	0
Zotu6167	0	0
Zotu2436	0	0
Zotu1848	0	0
Zotu635	0	0
Zotu3978	0	0
Zotu362	0	0
Zotu3979	0	0
Zotu4937	0	0
Zotu6060	0	0
Zotu2361	0	0
Zotu4953	0	0
Zotu4939	0	0
Zotu3981	0	0
Zotu1003	0	1
Zotu2660	0	0
Zotu4233	0	0
Zotu3835	0	0
Zotu3079	0	0
Zotu5094	0	0
Zotu843	0	0
Zotu5063	0	0
Zotu4168	0	0
Zotu3829	0	0
Zotu4969	0	0
Zotu5671	0	0
Zotu1102	0	0
Zotu750	0	0
Zotu1803	0	0
Zotu2249	0	0
Zotu3218	0	0
Zotu1631	0	0
Zotu717	0	0
Zotu4956	0	0
Zotu2819	0	0
Zotu5160	0	0
Zotu554	0	0
Zotu2457	0	0
Zotu2903	0	0
Zotu2356	0	0
Zotu5201	0	0
Zotu3170	0	0
Zotu5252	0	0
Zotu5583	0	0
Zotu2318	0	0
Zotu5573	0	0
Zotu2873	0	0
Zotu1133	0	0
Zotu5655	0	0
Zotu1733	0	0
Zotu5263	0	0
Zotu683	0	0
Zotu4350	0	0
Zotu517	0	0
Zotu586	0	0
Zotu5142	0	0
Zotu3894	0	0
Zotu4423	0	0
Zotu473	0	0
Zotu315	0	0
Zotu5065	0	0
Zotu1663	0	0
Zotu2216	0	0
Zotu3455	0	0
Zotu4961	0	0
Zotu2056	0	0
Zotu2709	0	0
Zotu867	0	0
Zotu1899	0	0
Zotu60	0	0
Zotu728	0	0
Zotu1450	0	0
Zotu3442	0	0
Zotu1279	0	0
Zotu2461	0	0
Zotu3943	0	0
Zotu3942	0	0
Zotu2465	0	0
Zotu660	0	0
Zotu1711	0	0
Zotu501	0	0
Zotu1071	0	0
Zotu375	0	0
Zotu491	0	0
Zotu5473	0	0
Zotu4470	0	0
Zotu1514	0	0
Zotu3957	0	0
Zotu2658	0	0
Zotu1213	0	0
Zotu5477	0	0
Zotu1104	0	0
Zotu5114	0	0
Zotu2179	0	0
Zotu1033	0	0
Zotu1594	0	0
Zotu3915	0	0
Zotu3919	0	0
Zotu2379	0	0
Zotu5107	0	0
Zotu3449	0	0
Zotu237	0	0
Zotu1831	0	0
Zotu2593	0	0
Zotu879	0	0
Zotu3434	0	0
Zotu2857	0	0
Zotu1186	0	0
Zotu3228	0	0
Zotu1418	0	0
Zotu1691	0	0
Zotu5538	0	0
Zotu927	0	0
Zotu853	0	0
Zotu4357	0	0
Zotu1468	0	0
Zotu1760	0	0
Zotu3223	0	0
Zotu2119	0	0
Zotu336	0	0
Zotu3248	0	0
Zotu3246	0	0
Zotu2171	0	0
Zotu4457	0	0
Zotu3778	0	0
Zotu3911	0	0
Zotu5818	0	0
Zotu1365	0	0
Zotu4834	0	0
Zotu4527	0	0
Zotu2182	0	0
Zotu5724	0	0
Zotu520	0	0
Zotu3594	0	0
Zotu5790	0	0
Zotu3841	0	0
Zotu3324	0	0
Zotu1361	0	0
Zotu2114	0	0
Zotu1817	0	0
Zotu3758	0	0
Zotu3316	0	0
Zotu2432	0	0
Zotu5388	0	0
Zotu2211	0	0
Zotu3771	0	0
Zotu1181	0	0
Zotu4586	0	0
Zotu1364	0	0
Zotu2190	0	0
Zotu2574	0	0
Zotu724	0	0
Zotu2196	0	0
Zotu1849	0	0
Zotu4694	0	0
Zotu1682	0	0
Zotu2316	0	0
Zotu3832	0	0
Zotu1978	0	0
Zotu3424	0	0
Zotu2913	0	0
Zotu1857	0	0
Zotu2737	0	0
Zotu3808	0	0
Zotu3109	0	0
Zotu2684	0	0
Zotu3012	0	0
Zotu3935	0	0
Zotu2013	0	0
Zotu3419	0	0
Zotu2309	0	0
Zotu5717	0	0
Zotu1054	0	0
Zotu1339	0	0
Zotu1172	0	0
Zotu3352	0	0
Zotu1165	0	0
Zotu4029	0	0
Zotu4027	0	0
Zotu3980	0	0
Zotu1568	0	0
Zotu5618	0	0
Zotu3609	0	0
Zotu1930	0	0
Zotu1222	0	0
Zotu2180	0	0
Zotu777	0	0
Zotu3648	0	0
Zotu3422	0	0
Zotu4081	0	0
Zotu1602	0	0
Zotu1283	0	0
Zotu1416	0	0
Zotu2531	0	0
Zotu3399	0	0
Zotu2721	0	0
Zotu3965	0	0
Zotu5728	0	0
Zotu2006	0	0
Zotu566	0	0
Zotu350	0	0
Zotu572	0	0
Zotu2911	0	0
Zotu465	0	0
Zotu2328	0	0
Zotu3371	0	0
Zotu4881	0	0
Zotu2408	0	0
Zotu5860	0	0
Zotu1968	0	0
Zotu4782	0	0
Zotu5857	0	0
Zotu4820	0	0
Zotu1642	0	0
Zotu1346	0	0
Zotu4318	0	0
Zotu4346	0	0
Zotu2498	0	0
Zotu3236	0	0
Zotu1756	0	0
Zotu4444	0	0
Zotu4467	0	0
Zotu497	0	0
Zotu3252	0	0
Zotu2125	0	0
Zotu5531	0	0
Zotu4399	0	0
Zotu1853	0	0
Zotu2535	0	0
Zotu4633	0	0
Zotu3602	0	0
Zotu5526	0	0
Zotu4689	0	0
Zotu4486	0	0
Zotu1841	0	0
Zotu3328	0	0
Zotu1810	0	0
Zotu5557	0	0
Zotu3677	0	0
Zotu2994	0	0
Zotu5544	0	0
Zotu3696	0	0
Zotu5555	0	0
Zotu5469	0	0
Zotu4257	0	0
Zotu4886	0	0
Zotu4894	0	0
Zotu2898	0	0
Zotu5092	0	0
Zotu2178	0	0
Zotu5327	0	0
Zotu5056	0	0
Zotu5423	0	0
Zotu5436	0	0
Zotu5353	0	0
Zotu3457	0	0
Zotu4513	0	0
Zotu4484	0	0
Zotu503	0	0
Zotu5372	0	0
Zotu4984	0	0
Zotu3174	0	0
Zotu4012	0	0
Zotu3563	0	0
Zotu2681	0	0
Zotu3059	0	0
Zotu3373	0	0
Zotu916	0	0
Zotu2055	0	0
Zotu2037	0	0
Zotu4335	0	0
Zotu1892	0	0
Zotu2929	0	0
Zotu2123	0	0
Zotu2268	0	0
Zotu2124	0	0
Zotu2896	0	0
Zotu4058	0	0
Zotu5828	0	0
Zotu1235	0	0
Zotu830	0	0
Zotu2937	0	0
Zotu5849	0	0
Zotu2225	0	0
Zotu3089	0	0
Zotu3933	0	0
Zotu1148	0	0
Zotu2689	0	0
Zotu2690	0	0
Zotu1070	0	0
Zotu3224	0	0
Zotu2175	0	0
Zotu3443	0	0
Zotu4935	0	0
Zotu3783	0	0
Zotu1060	0	0
Zotu1795	0	0
Zotu2414	0	0
Zotu5428	0	0
Zotu3875	0	0
Zotu3481	0	0
Zotu5022	0	0
Zotu5672	0	0
Zotu5330	0	0
Zotu5296	0	0
Zotu1162	0	0
Zotu5265	0	0
Zotu5298	0	0
Zotu4943	0	0
Zotu450	0	0
Zotu634	0	0
Zotu5584	0	0
Zotu2813	0	0
Zotu2526	0	0
Zotu3177	0	0
Zotu5625	0	0
Zotu5632	0	0
Zotu3186	0	0
Zotu3120	0	0
Zotu5695	0	0
Zotu2778	0	0
Zotu2070	0	0
Zotu6062	0	0
Zotu6072	0	0
Zotu5900	0	0
Zotu3460	0	0
Zotu876	0	0
Zotu6101	0	0
Zotu3842	0	0
Zotu939	0	0
Zotu5295	0	0
Zotu4314	0	0
Zotu2662	0	0
Zotu719	0	0
Zotu4388	0	0
Zotu3492	0	0
Zotu642	0	0
Zotu5185	0	0
Zotu2696	0	0
Zotu1256	0	0
Zotu3040	0	0
Zotu6450	0	0
Zotu1874	0	0
Zotu5967	0	0
Zotu3098	0	0
Zotu4547	0	0
Zotu4508	0	0
Zotu2252	0	0
Zotu6239	0	0
Zotu1448	0	0
Zotu3795	0	0
Zotu2411	0	0
Zotu1436	0	0
Zotu2486	0	0
Zotu1326	0	0
Zotu2795	0	0
Zotu6321	0	0
Zotu1389	0	0
Zotu6428	0	0
Zotu4511	0	0
Zotu4474	0	0
Zotu2625	0	0
Zotu6305	0	0
Zotu2983	0	0
Zotu1825	0	0
Zotu1777	0	0
Zotu1920	0	0
Zotu4485	0	0
Zotu1110	0	0
Zotu4810	0	0
Zotu2829	0	0
Zotu4053	0	0
Zotu4765	0	0
Zotu2118	0	0
Zotu1652	0	0
Zotu2303	0	0
Zotu1689	0	0
Zotu5421	0	0
Zotu4287	0	0
Zotu4376	0	0
Zotu2484	0	0
Zotu4105	0	0
Zotu1267	0	0
Zotu408	0	0
Zotu3333	0	0
Zotu1084	0	0
Zotu73	0	0
Zotu4279	0	0
Zotu2134	0	0
Zotu1615	0	0
Zotu5701	0	0
Zotu3690	0	0
Zotu3661	0	0
Zotu4082	0	0
Zotu3201	0	0
Zotu4975	0	0
Zotu5677	0	0
Zotu5084	0	0
Zotu933	0	0
Zotu3214	0	0
Zotu5637	0	0
Zotu597	0	0
Zotu5290	0	0
Zotu3533	0	0
Zotu1626	0	0
Zotu5643	0	0
Zotu5652	0	0
Zotu2025	0	0
Zotu3585	0	0
Zotu2023	0	0
Zotu2129	0	0
Zotu399	0	0
Zotu1752	0	0
Zotu2823	0	0
Zotu5020	0	0
Zotu3161	0	0
Zotu4112	0	0
Zotu3553	0	0
Zotu5609	0	0
Zotu3577	0	0
Zotu1101	0	0
Zotu5266	0	0
Zotu1747	0	0
Zotu4251	0	0
Zotu4373	0	0
Zotu2629	0	0
Zotu985	0	0
Zotu5231	0	0
Zotu4317	0	0
Zotu2456	0	0
Zotu1715	0	0
Zotu5379	0	0
Zotu4453	0	0
Zotu3637	0	0
Zotu3523	0	0
Zotu3478	0	0
Zotu5357	0	0
Zotu3470	0	0
Zotu3469	0	0
Zotu5427	0	0
Zotu5346	0	0
Zotu1195	0	0
Zotu1082	0	0
Zotu5349	0	0
Zotu2031	0	0
Zotu4882	0	0
Zotu2192	0	0
Zotu5453	0	0
Zotu3277	0	0
Zotu4429	0	0
Zotu4690	0	0
Zotu4684	0	0
Zotu1498	0	0
Zotu686	0	0
Zotu1042	0	0
Zotu998	0	0
Zotu5796	0	0
Zotu4023	0	0
Zotu1548	0	0
Zotu1980	0	0
Zotu1069	0	0
Zotu4011	0	0
Zotu752	0	0
Zotu5744	0	0
Zotu1847	0	0
Zotu3309	0	0
Zotu5415	0	0
Zotu1154	0	0
Zotu4342	0	0
Zotu1893	0	0
Zotu2271	0	0
Zotu190	0	0
Zotu2399	0	0
Zotu1565	0	0
Zotu1850	0	0
Zotu3251	0	0
Zotu5836	0	0
Zotu2111	0	0
Zotu2043	0	0
Zotu2922	0	0
Zotu4615	0	0
Zotu4630	0	0
Zotu1297	0	0
Zotu1131	0	0
Zotu5616	0	0
Zotu1163	0	0
Zotu4651	0	0
Zotu2589	0	0
Zotu2584	0	0
Zotu5810	0	0
Zotu3897	0	0
Zotu3890	0	0
Zotu5726	0	0
Zotu281	0	0
Zotu1834	0	0
Zotu4546	0	0
Zotu5848	0	0
Zotu5851	0	0
Zotu2542	0	0
Zotu2590	0	0
Zotu249	0	0
Zotu4804	0	0
Zotu4048	0	0
Zotu1638	0	0
Zotu1075	0	0
Zotu5474	0	0
Zotu4967	0	0
Zotu2976	0	0
Zotu3782	0	0
Zotu1417	0	0
Zotu4551	0	0
Zotu3905	0	0
Zotu1347	0	0
Zotu5336	0	0
Zotu1039	0	0
Zotu5335	0	0
Zotu4977	0	0
Zotu4988	0	0
Zotu1586	0	0
Zotu4290	0	0
Zotu3189	0	0
Zotu1698	0	0
Zotu5230	0	0
Zotu2143	0	0
Zotu2543	0	0
Zotu5629	0	0
Zotu605	0	0
Zotu5182	0	0
Zotu5621	0	0
Zotu1369	0	0
Zotu3217	0	0
Zotu2852	0	0
Zotu4117	0	0
Zotu2618	0	0
Zotu6203	0	0
Zotu1951	0	0
Zotu6509	0	0
Zotu1371	0	0
Zotu2562	0	0
Zotu1988	0	0
Zotu4929	0	0
Zotu1603	0	0
Zotu3566	0	0
Zotu3718	0	0
Zotu6224	0	0
Zotu5507	0	0
Zotu1398	0	0
Zotu3326	0	0
Zotu6374	0	0
Zotu1188	0	0
Zotu1997	0	0
Zotu3473	0	0
Zotu1467	0	0
Zotu3130	0	0
Zotu810	0	0
Zotu79	0	0
Zotu751	0	0
Zotu232	0	0
Zotu366	0	0
Zotu532	0	0
Zotu768	0	0
Zotu1653	0	0
Zotu242	0	0
Zotu1645	0	0
Zotu3731	0	0
Zotu3726	0	0
Zotu1614	0	0
Zotu1683	0	0
Zotu3312	0	0
Zotu6268	0	0
Zotu2068	0	0
Zotu778	0	0
Zotu4613	0	0
Zotu882	0	0
Zotu6472	0	0
Zotu4498	0	0
Zotu1215	0	0
Zotu4722	0	0
Zotu4851	0	0
Zotu1135	0	0
Zotu6135	0	0
Zotu3097	0	0
Zotu4683	0	0
Zotu3065	0	0
Zotu4739	0	0
Zotu4806	0	0
Zotu5921	0	0
Zotu5491	0	0
Zotu3323	0	0
Zotu194	0	0
Zotu2975	0	0
Zotu781	0	0
Zotu1512	0	0
Zotu3321	0	0
Zotu4731	0	0
Zotu2834	0	0
Zotu2231	0	0
Zotu1570	0	0
Zotu1966	0	0
Zotu1731	0	0
Zotu2756	0	0
Zotu3902	0	0
Zotu1382	0	0
Zotu1009	0	0
Zotu3231	0	0
Zotu2981	0	0
Zotu2253	0	0
Zotu3888	0	0
Zotu2747	0	0
Zotu1327	0	0
Zotu4528	0	0
Zotu5960	0	0
Zotu603	0	0
Zotu4517	0	0
Zotu1877	0	0
Zotu4521	0	0
Zotu3937	0	0
Zotu4520	0	0
Zotu4755	0	0
Zotu3076	0	0
Zotu1034	0	0
Zotu3157	0	0
Zotu5964	0	0
Zotu4767	0	0
Zotu5951	0	0
Zotu3907	0	0
Zotu6512	0	0
Zotu3793	0	0
Zotu6519	0	0
Zotu2286	0	0
Zotu4066	0	0
Zotu4847	0	0
Zotu82	0	0
Zotu4433	0	0
Zotu1808	0	0
Zotu539	0	0
Zotu6448	0	0
Zotu2687	0	0
Zotu4879	0	0
Zotu6386	0	0
Zotu1243	0	0
Zotu4303	0	0
Zotu4769	0	0
Zotu6490	0	0
Zotu612	0	0
Zotu1029	0	0
Zotu5126	0	0
Zotu2518	0	0
Zotu1962	0	0
Zotu3497	0	0
Zotu1086	0	0
Zotu1081	0	0
Zotu3960	0	0
Zotu770	0	0
Zotu1515	0	0
Zotu4260	0	0
Zotu6003	0	0
Zotu4417	0	0
Zotu2092	0	0
Zotu5532	0	0
Zotu568	0	0
Zotu1455	0	0
Zotu478	0	0
Zotu6272	0	0
Zotu5018	0	0
Zotu2645	0	0
Zotu1348	0	0
Zotu361	0	0
Zotu2480	0	0
Zotu2278	0	0
Zotu2018	0	0
Zotu1984	0	0
Zotu1180	0	0
Zotu1248	0	0
Zotu160	0	0
Zotu908	0	0
Zotu5306	0	0
Zotu2533	0	0
Zotu534	0	1
Zotu177	0	0
Zotu3203	0	0
Zotu477	0	0
Zotu3813	0	0
Zotu1341	0	0
Zotu2600	0	0
Zotu2097	0	0
Zotu847	0	0
Zotu340	0	0
Zotu3078	0	0
Zotu909	0	0
Zotu500	0	0
Zotu295	0	0
Zotu4239	0	0
Zotu111	0	0
Zotu6043	0	0
Zotu1697	0	0
Zotu331	0	0
Zotu451	0	0
Zotu360	0	0
Zotu988	0	0
Zotu3843	0	0
Zotu2583	0	0
Zotu904	0	0
Zotu953	0	0
Zotu67	0	0
Zotu5131	0	0
Zotu3167	0	0
Zotu1355	0	0
Zotu137	0	0
Zotu5173	0	0
Zotu1423	0	0
Zotu5906	0	0
Zotu5908	0	0
Zotu555	0	0
Zotu1627	0	0
Zotu1637	0	0
Zotu591	0	0
Zotu3839	0	0
Zotu553	0	0
Zotu2415	0	0
Zotu427	0	0
Zotu252	0	0
Zotu145	0	0
Zotu968	0	0
Zotu183	0	0
Zotu4968	0	0
Zotu2993	0	0
Zotu1041	0	0
Zotu5109	0	0
Zotu1189	0	0
Zotu5057	0	0
Zotu3833	0	0
Zotu321	0	0
Zotu425	0	0
Zotu391	0	0
Zotu181	0	0
Zotu5051	0	0
Zotu5693	0	0
Zotu462	0	0
Zotu5666	0	0
Zotu948	0	0
Zotu870	0	0
Zotu4050	0	0
Zotu4076	0	0
Zotu1540	0	0
Zotu529	0	0
Zotu2781	0	0
Zotu984	0	0
Zotu5642	0	0
Zotu2734	0	0
Zotu4174	0	0
Zotu1187	0	0
Zotu5651	0	0
Zotu328	0	0
Zotu1867	0	0
Zotu5647	0	0
Zotu489	0	0
Zotu4021	0	0
Zotu3770	0	0
Zotu5727	0	0
Zotu1472	0	0
Zotu3750	0	0
Zotu2233	0	0
Zotu993	0	0
Zotu615	0	0
Zotu877	0	0
Zotu833	0	0
Zotu3845	0	0
Zotu910	0	0
Zotu2850	0	0
Zotu1872	0	0
Zotu3112	0	0
Zotu5660	0	0
Zotu895	0	0
Zotu1377	0	0
Zotu700	0	0
Zotu723	0	0
Zotu2200	0	0
Zotu5250	0	0
Zotu5665	0	0
Zotu384	0	0
Zotu3136	0	0
Zotu3147	0	0
Zotu4216	0	0
Zotu521	0	0
Zotu596	0	0
Zotu172	0	0
Zotu3125	0	0
Zotu2166	0	0
Zotu1010	0	0
Zotu4319	0	0
Zotu5021	0	0
Zotu4352	0	0
Zotu431	0	0
Zotu2713	0	0
Zotu1908	0	0
Zotu617	0	0
Zotu2624	0	0
Zotu5150	0	0
Zotu907	0	0
Zotu1896	0	0
Zotu3891	0	0
Zotu1667	0	0
Zotu5430	0	0
Zotu3893	0	0
Zotu471	0	0
Zotu5215	0	0
Zotu5212	0	0
Zotu5209	0	0
Zotu1830	0	0
Zotu558	0	0
Zotu1721	0	0
Zotu5310	0	0
Zotu710	0	0
Zotu1805	0	0
Zotu4494	0	0
Zotu5552	0	0
Zotu2187	0	0
Zotu2698	0	0
Zotu1905	0	0
Zotu1271	0	0
Zotu4548	0	0
Zotu330	0	0
Zotu2676	0	0
Zotu233	0	0
Zotu1420	0	0
Zotu2348	0	0
Zotu533	0	0
Zotu636	0	0
Zotu349	0	0
Zotu6209	0	0
Zotu2107	0	0
Zotu2116	0	0
Zotu4432	0	0
Zotu308	0	0
Zotu2373	0	0
Zotu587	0	0
Zotu2470	0	0
Zotu2902	0	0
Zotu430	0	0
Zotu5514	0	0
Zotu1597	0	0
Zotu3952	0	0
Zotu1564	0	0
Zotu626	0	0
Zotu5570	0	0
Zotu1338	0	0
Zotu872	0	0
Zotu5567	0	0
Zotu4860	0	0
Zotu4917	0	0
Zotu1500	0	0
Zotu2298	0	0
Zotu3299	0	0
Zotu6425	0	0
Zotu664	0	0
Zotu3885	0	0
Zotu795	0	0
Zotu1835	0	0
Zotu1690	0	0
Zotu510	0	0
Zotu459	0	0
Zotu2967	0	0
Zotu2290	0	0
Zotu2326	0	0
Zotu3286	0	0
Zotu5617	0	0
Zotu1497	0	0
Zotu4692	0	0
Zotu4075	0	0
Zotu3673	0	0
Zotu2541	0	0
Zotu5788	0	0
Zotu4610	0	0
Zotu5789	0	0
Zotu481	0	0
Zotu2509	0	0
Zotu5387	0	0
Zotu5410	0	0
Zotu5406	0	0
Zotu5403	0	0
Zotu3290	0	0
Zotu5443	0	0
Zotu4302	0	0
Zotu4669	0	0
Zotu611	0	0
Zotu1838	0	0
Zotu4815	0	0
Zotu5384	0	0
Zotu4805	0	0
Zotu699	0	0
Zotu5765	0	0
Zotu5763	0	0
Zotu2121	0	0
Zotu1526	0	0
Zotu1465	0	0
Zotu2831	0	0
Zotu2943	0	0
Zotu1845	0	0
Zotu3906	0	0
Zotu4566	0	0
Zotu4010	0	0
Zotu1190	0	0
Zotu4691	0	0
Zotu2701	0	0
Zotu5743	0	0
Zotu4650	0	0
Zotu3390	0	0
Zotu5720	0	0
Zotu5722	0	0
Zotu5707	0	0
Zotu470	0	0
Zotu3802	0	0
Zotu4809	0	0
Zotu667	0	0
Zotu1482	0	0
Zotu1358	0	0
Zotu5769	0	0
Zotu4854	0	0
Zotu1237	0	0
Zotu2084	0	0
Zotu4904	0	0
Zotu3765	0	0
Zotu1943	0	0
Zotu2074	0	0
Zotu2502	0	0
Zotu5439	0	0
Zotu4884	0	0
Zotu2035	0	0
Zotu3654	0	0
Zotu5408	0	0
Zotu3384	0	0
Zotu2042	0	0
Zotu2941	0	0
Zotu5793	0	0
Zotu5784	0	0
Zotu3532	0	0
Zotu1927	0	0
Zotu3581	0	0
Zotu4866	0	0
Zotu4573	0	0
Zotu5812	0	0
Zotu3340	0	0
Zotu2212	0	0
Zotu4640	0	0
Zotu2323	0	0
Zotu1307	0	0
Zotu5181	0	0
Zotu4310	0	0
Zotu4789	0	0
Zotu4794	0	0
Zotu2032	0	0
Zotu1018	0	0
Zotu2333	0	0
Zotu5841	0	0
Zotu3103	0	0
Zotu731	0	0
Zotu4256	0	0
Zotu3728	0	0
Zotu2453	0	0
Zotu4576	0	0
Zotu2921	0	0
Zotu2746	0	0
Zotu3631	0	0
Zotu2223	0	0
Zotu616	0	0
Zotu3635	0	0
Zotu5528	0	0
Zotu2002	0	0
Zotu4671	0	0
Zotu5206	0	0
Zotu5549	0	0
Zotu4702	0	0
Zotu1241	0	0
Zotu1167	0	0
Zotu4730	0	0
Zotu2528	0	0
Zotu5475	0	0
Zotu4526	0	0
Zotu4435	0	0
Zotu3281	0	0
Zotu4828	0	0
Zotu4391	0	0
Zotu3653	0	0
Zotu3219	0	0
Zotu4775	0	0
Zotu3262	0	0
Zotu1809	0	0
Zotu3565	0	0
Zotu1040	0	0
Zotu1099	0	0
Zotu1726	0	0
Zotu1245	0	0
Zotu2501	0	0
Zotu5045	0	0
Zotu2387	0	0
Zotu5046	0	0
Zotu4531	0	0
Zotu3017	0	0
Zotu2667	0	0
Zotu5536	0	0
Zotu5363	0	0
Zotu3488	0	0
Zotu5368	0	0
Zotu5370	0	0
